id,name,about,network,followersCount,proposalsCount,gov_model,turnout_rate_proxy,log_followers,tally_proposals,tally_votes,voters_90d,token_holders
specialresolution.nexusmutual.eth,Nexus Mutual Special Resolution,Polls for Special Resolutions of Nexus Mutual Ltd,1,42,1,hybrid,0.023809523809523808,3.7612001156935624,,,,
goodmorningnews.eth,Good Morning News,The world's first decentralized on-chain news organization. Main Links: https://linktr.ee/GoodMorningNews ,137,295,352,hybrid,1.0,5.69035945432406,,,,
assangedao.eth,AssangeDAO,AssangeDAO is a collective of cypherpunks fighting for the liberation of Julian Assange.,1,808,16,hybrid,0.019801980198019802,6.695798917058491,,,,
polygonvalidators.eth,Polygon Validators,,137,2285,1,hybrid,0.000437636761487965,7.734558844354756,,,,
elyseos.eth,Elyseos DAO,"Elyseos is a decentralized ecosystem for sacramental medicine work - including plant, fungi and animal agents of deep transformation.",250,15,9,hybrid,0.6,2.772588722239781,,,,
venus-xvs.eth,Venus Protocol,"This is the Venus Protocol Snapshot Account. 
",56,756,185,token,0.2447089947089947,6.6293632534374485,,,,
voltagefinance.eth,Voltage Finance,Voltage Finance Community Proposals,122,469,13,hybrid,0.02771855010660981,6.152732694704104,,,,
threshold.eth,Threshold Network,,1,150,115,hybrid,0.7666666666666667,5.017279836814924,,,,
thelanddaoprop.eth,TheLandSafe Proposals,,1,360,101,hybrid,0.28055555555555556,5.8888779583328805,,,,
onx-finance.eth,OnX Finance,onONX voting for OnX Finance,1,17,14,hybrid,0.8235294117647058,2.8903717578961645,,,,
baconcoin.eth,HomeCoin,A Coin Backed by US Home Loans,1,52,18,hybrid,0.34615384615384615,3.970291913552122,,,,
rvrsprotocol.eth,Reverse Protocol,,42161,64,42,hybrid,0.65625,4.174387269895637,,,,
friesdao.eth,friesDAO,Decentralized fast food franchise governance,1,75,11,hybrid,0.14666666666666667,4.330733340286331,,,,
futera.eth,Futera United,"A democratic Football team based in Thailand, where holders vote on everything from the kit design, through to the tactics on matchday. Now in our 4th season.",1,455,294,hybrid,0.6461538461538462,6.1224928095143865,,,,
chaingov.eth,Onyx XCN DAO,Onyx XCN (Onyxcoin) Governance Polling. Staked XCN and XCN held in Ethereum Wallets are eligible for vote weight. ,1,2668,42,hybrid,0.015742128935532233,7.889459149404524,,,,
kong.eth,KONG Land,,1,95,14,hybrid,0.14736842105263157,4.564348191467836,,,,
glmrapes.eth,GLMR APES,🐒 1001 GLMR Apes caring about bananas and chilling out together on Glimmer. 👑 1st SOLD-OUT NFT collection ever on  @MoonbeamNetwork & 1st DAO 🍌,1284,1085,194,hybrid,0.17880184331797236,6.990256500493881,,,,
tomoondao.eth,MoonDAO,We're going to the moon (literally),1,2463,180,hybrid,0.0730816077953715,7.80954132465341,,,,
tradao.eth,Tradao,Tradao is a Web3 derivatives portfolio tracker that provides traders with a comprehensive toolset and innovative incentive system,42161,174,0,hybrid,,5.1647859739235145,,,,
raving.eth,Rave Names,The first web3 username system on Fantom Opera!,250,52,8,hybrid,0.15384615384615385,3.970291913552122,,,,
dawow.eth,DAWoW,,1,350,19,hybrid,0.054285714285714284,5.860786223465865,,,,
thehamily.eth,The Hamily,"Sea Hams, Hamily, Hamiltons, Ultracured Hamillionaires, (🌊,🍖) DAO",1,57,6,hybrid,0.10526315789473684,4.060443010546419,,,,
giv.eth,Giveth,"Welcome to GIVernance!
Find important proposals affecting the Giveth DAO and GIVeconomy. Stake & Lock your GIV tokens to vote! https://giveth.io/givfarm",1,257,68,hybrid,0.26459143968871596,5.552959584921617,,,,
ascensionprotocol.eth,Ascension DAO,Ascension Protocol is a Decentralized Autonomous Organization (DAO) dedicated to providing DeFi tools and opportunities for it's constituents.,42161,186,8,algorithmic,0.043010752688172046,5.231108616854587,,,,
fuse.eth,Rari Capital DAO,,1,3553,317,hybrid,0.08922037714607374,8.175829008714597,,,,
wowpixies.eth,WoW Pixies,Venture DAO focused on women led projects. 1 ERC-721 PIXIES token = 1 Vote,1,239,50,hybrid,0.20920502092050208,5.480638923341991,,,,
zora.eth,Zora,The NFT Marketplace Protocol,1,23380,2,hybrid,8.554319931565441e-05,10.059679005711038,,,,
harmony-mainnet.eth,Harmony Mainnet,Harmony is an open and fast blockchain. Our mainnet runs Ethereum applications with 2-second transaction finality and 100 times lower fees.,1666600000,523,20,hybrid,0.03824091778202677,6.261491684321042,,,,
elyfi-bsc.eth,ELYFI,"ELYFI is a DeFi, a real asset collateralized lending protocol.",1,191,126,hybrid,0.6596858638743456,5.2574953720277815,,,,
swiveldao.eth,Swivel DAO,,1,208,11,hybrid,0.052884615384615384,5.342334251964811,,,,
wizdao.eth,WizardsDAO,,1,149,69,hybrid,0.46308724832214765,5.0106352940962555,,,,
dforcenet.eth,dForce,,1,3213,89,hybrid,0.027699968876439465,8.075271546297458,,,,
golflinks.eth,LinksDAO,LinksDAO is creating the modern golf & leisure club.,1,1287,24,hybrid,0.018648018648018648,7.160845906664299,,,,
alluo.eth,Alluo,,1,100,389,hybrid,1.0,4.61512051684126,,,,
mvlchain.eth,MVLChain,"MVL is the Web 3.0 Mobility Ecosystem. 
Here is the official snapshot space for the MVL Governance.",1,40,3,token,0.075,3.713572066704308,,,,
tempusgov.eth,Tempus,Tempus is building the most important blocks of DeFi and Web3 in a way that’s scalable and accessible to all.,1,124,11,hybrid,0.08870967741935484,4.8283137373023015,,,,
hbot-prp.eth,Pull Request Proposals,"Propose pull requests to the Hummingbot codebase (except for new connectors, which should the New Connector Proposals space)",1,194,188,hybrid,0.9690721649484536,5.272999558563747,,,,
gasdao.eth,Gas DAO,,1,518,18,hybrid,0.03474903474903475,6.251903883165888,,,,
vote.vitadao.eth,VitaDAO,"We are collectively researching, financing, and commercializing longevity research in an open and democratic manner.",1,1537,128,hybrid,0.08327911515940144,7.338238150065589,,,,
punksded.eth,PunksDed DAO,,1,19,7,hybrid,0.3684210526315789,2.995732273553991,,,,
beanft.eth,BeaNFT DAO,BeaNFT holders make up the BeaNFT DAO. BeaNFT holders vote on BNPs on this Snapshot page. More info: https://docs.bean.money/almanac/governance/proposals#bnp,1,56,1,token,0.017857142857142856,4.04305126783455,,,,
people-dao.eth,PeopleDAO,"From the $PEOPLE, to the $PEOPLE, for the $PEOPLE.",1,7666,53,hybrid,0.006913644664753457,8.944680683558895,,,,
bentfinance.eth,Bent Finance,Governance voting for Bent Finance's vlCVX.,1,135,859,hybrid,1.0,4.912654885736052,,,,
theopendao.eth,OpenDAO,OpenDAO,1,9545,27,hybrid,0.0028287061288632793,9.163877497565842,,,,
polygonpenguins.eth,Polygon Penguins,"PIPs for our community to vote on new initiatives, new farms, new partners, anything that helps shape our future roadmap",137,417,6,hybrid,0.014388489208633094,6.035481432524756,,,,
phonon.eth,Phonon DAO,"Phonon is a community-owned protocol enabling off-chain transfer of digital assets using secure hardware. Turn all crypto into P2P cash: private, fast, & free.",1,408,25,hybrid,0.061274509803921566,6.013715156042802,,,,
cutiesofficial.eth,Blockchain Cuties Universe,,1,63,5,hybrid,0.07936507936507936,4.1588830833596715,,,,
beefydao.eth,Beefy,Beefy is a Multichain Yield Optimizer that focuses on safety and autocompounds crypto assets for the best APYs,1,10978,117,hybrid,0.01065767899435234,9.303739636234733,,,,
grayboys.eth,The Mothership DAO (Gray Boys),"Gray Boys DAO, Only proposals for NFTs to acquire may be submitted. Any other proposals not specific to acquiring NFTs will be automatically declined.",1,1044,99,hybrid,0.09482758620689655,6.951772164398911,,,,
freerossdao.eth,FreeRossDAO,,1,477,18,hybrid,0.03773584905660377,6.169610732491456,,,,
hbot.eth,Hummingbot,"Welcome to the official Hummingbot Foundation governance space! Vote in this space and use the sub-spaces to propose new connectors, bounties, and pull requests",1,182,91,hybrid,0.5,5.209486152841421,,,,
colony.eth,Colony,The best way to build your DAO,100,166,2,hybrid,0.012048192771084338,5.117993812416755,,,,
luchadores.eth,Luchadores.io,"Player-driven Fight-to-Earn auto-battler game, featuring ELO-based leaderboard, verifiable randomness, tournaments and much more",137,338,5,hybrid,0.014792899408284023,5.82600010738045,,,,
thegreatwave.eth,The Great Wave,Artist Collective DAO,56,24,7,hybrid,0.2916666666666667,3.2188758248682006,,,,
17707.eth,17707,,1,260,262,hybrid,1.0,5.564520407322694,,,,
pathvote.eth,PathDAO,Governance and strategy of PathDAO,137,91,13,hybrid,0.14285714285714285,4.5217885770490405,,,,
silofinance.eth,Silo,A non-custodial lending protocol that implements secure & permissionless money markets where any token borrows another,1,414,52,hybrid,0.12560386473429952,6.028278520230698,,,,
genomesdao.eth,GenomesDAO,"GenomesDAO is a biotech DAO focused on the safe, private, and auditable monetization of genomic data. ",8453,122,21,hybrid,0.1721311475409836,4.812184355372417,,,,
itsblockchain.eth,IBCDAO,IBCDAO is a community-funded DAO working towards making metaverse a reality.,1,113,54,hybrid,0.4778761061946903,4.736198448394496,,,,
younghwang.eth,Offshore DAO,Offshore DAO(OFO) is a decentralized organization to be registered under Decentralized Unincorporated Nonprofit Association Act of Wyoming.,1,12128,20,hybrid,0.0016490765171503958,9.40335455830888,,,,
ancientshrooms.eth,Ancient Shrooms,Ancient Shrooms Voting,1,108,31,hybrid,0.28703703703703703,4.6913478822291435,,,,
jadeprotocol.eth,Jade Protocol DAO,Jade Protocol is a decentralized investment collective.,42161,3349,22,hybrid,0.006569125111973723,8.116715624819111,,,,
gmdao.eth,gmdao,The gmDAO consists of 900 members active within NFT sector,1,1022,97,hybrid,0.0949119373776908,6.930494765951626,,,,
dappradar.eth,DappRadar,The Governance portal of the World's Dapp Store. Shape the future of DappRadar by proposing and voting.,1,1674,33,hybrid,0.01971326164874552,7.423568444259167,,,,
paragonsdao.eth,Paragons,We like the cards,1,112,28,hybrid,0.25,4.727387818712341,,,,
biggreendao.eth,Big Green DAO,,137,313,35,hybrid,0.11182108626198083,5.749392985908253,,,,
goldfinch.eth,Goldfinch,Goldfinch is a decentralized credit protocol that brings crypto loans to the real world. ,1,606,85,hybrid,0.14026402640264027,6.408528791059498,,,,
krausehouse.eth,Krause House,,1,924,213,hybrid,0.2305194805194805,6.829793737512425,,,,
daopunks.eth,DAOpunks,To free the world from the drudgery of default world work. #justDAOit,1,159,17,hybrid,0.1069182389937107,5.075173815233827,,,,
paraswap-dao.eth,Velora DAO,Velora community ,1,8113,99,hybrid,0.012202637741895722,9.001346243766392,,,,
reidar.eth,Reidar,,1,68,174,hybrid,1.0,4.23410650459726,,,,
fortressdao.eth,Fortress DAO,"Vires Simul!〖🏰 ,🏰〗",43114,505,22,hybrid,0.04356435643564356,6.226536669287466,,,,
dexe.network,DAO DeXe,DAO DeXe is manages the DeXe Network through the voting power of DEXE holders. Forum: discourse.dexe.network,1,146,7,hybrid,0.04794520547945205,4.990432586778736,,,,
bestfork.eth,Volta Club,The official DAO snapshot page.,1,7894,85,token,0.01076767164935394,8.973984926689743,,,,
kwenta.eth,Kwenta,"Kwenta utilizes delegative governance, where five community-elected council members vote to make decisions on behalf of the DAO and its community.",10,1090,132,hybrid,0.12110091743119267,6.994849985833071,,,,
gov.iexec.eth,iExec,iExec: The Decentralized Marketplace for computing assets. This Snapshot space is for voting on Community-related decisions using your iExec RLC tokens.,1,11,7,token,0.6363636363636364,2.4849066497880004,,,,
otterclam.eth,OtterClam,,137,342,161,hybrid,0.47076023391812866,5.8377304471659395,,,,
meritcircle.eth,Merit Circle,Merit Circle Governance Snapshot,4337,955,34,token,0.0356020942408377,6.862757913051401,,,,
hectordao.eth,Hector Network,Hector Network is developing an expansive web 3 ecosystem for a visionary future. Hector Network is expanding crosschain and is dedicated to mass adoption.,250,2642,73,hybrid,0.027630582891748676,7.879669914604289,,,,
floki-inu.eth,Floki,,1,517,20,hybrid,0.03868471953578337,6.249975242259483,,,,
realdefiplaza.eth,DefiPlaza,"New proposal are created with a cool-down period of 48 hours for discussion and decision making, followed by a voting period of 72 hours.
",1,54,17,hybrid,0.3148148148148148,4.007333185232471,,,,
xsp.eth,XSwap Protocol,The 1st automated market maker built on xdc network .,50,171,5,hybrid,0.029239766081871343,5.147494476813453,,,,
arbibots.eth,BOTDAO,"The Arbibot's DAO, for BOT holders!",42161,326,5,hybrid,0.015337423312883436,5.7899601708972535,,,,
dimo.eth,DIMO,YOU MUST DELEGATE YOUR $DIMO TO VOTE. You can delegate to yourself or someone else who can vote on your behalf at https://delegate.dimo.zone,137,174,23,delegated,0.13218390804597702,5.1647859739235145,,,,
mavxyz.eth,Maverick Protocol,"Maverick Protocol is the infrastructure for decentralized finance, powered by the revolutionary Maverick AMM. ",1,13058,7,hybrid,0.0005360698422423036,9.477232830220407,,,,
fiatdao.eth,FIAT DAO,FIAT is a protocol for leveraging your DeFi fixed income assets.,1,24,11,hybrid,0.4583333333333333,3.2188758248682006,,,,
xtarot.eth,Tarot,,250,509,35,hybrid,0.068762278978389,6.234410725718371,,,,
gmx.eth,GMX,Governance process: https://docs.gmx.io/docs/community/governance,42161,75890,63,hybrid,0.0008301488997232837,11.237053379277805,,,,
yakherd.eth,Yield Yak,,43114,341,16,hybrid,0.0469208211143695,5.834810737062605,,,,
grailers.eth,GrailersDAO,GrailersDAO is a community focused on supporting and collecting high end 'grail' art NFTs,1,165,53,hybrid,0.3212121212121212,5.111987788356544,,,,
anglegovernance.eth,Angle Protocol,The goal of the ANGLE token is to collectively manage the Angle Protocol,1,1878,145,hybrid,0.077209797657082,7.538494999413465,,,,
beets.eth,Beets,,146,5072,194,hybrid,0.038249211356466875,8.53168763756669,,,,
doodles.eth,Doodles,Current home of the Doodles Watch elections.,1,4979,53,hybrid,0.010644707772645109,8.513185170018698,,,,
klimadao.eth,Klima DAO,,8453,6610,65,hybrid,0.009833585476550681,8.796490207333578,,,,
dcip.eth,DCIP,,56,6,392,hybrid,1.0,1.9459101490553132,,,,
cityroots.eth,Cityroots,,137,52,10,hybrid,0.19230769230769232,3.970291913552122,,,,
devdao.eth,Developer DAO,Build web3 with friends 🤝,1,3599,44,hybrid,0.012225618227285358,8.1886891244442,,,,
blockhubdao.eth,BlockHub DAO,BlockHubDAO is a VC DAO of Web3 Chads deeply involved in the Blockchain industry ,10,75,95,hybrid,1.0,4.330733340286331,,,,
ysl-io.eth,YSL.IO,The future of DeFi is here! Revolutionizing yield farming with innovative vaults & sustainable ecosystem. Join us for serious yields!,56,46,8,hybrid,0.17391304347826086,3.8501476017100584,,,,
sismo.eth,Sismo,"Sismo Governance by the holders of ""Sismo Contributor"" ZK badge",137,20436,12,hybrid,0.0005871990604815032,9.925102262508537,,,,
levx.eth,OhGeez DAO,,1,95,24,hybrid,0.25263157894736843,4.564348191467836,,,,
pawthereum.eth,Pawthereum,Pawthereum is a cryptocurrency project with animal welfare charitable fundamentals at its core.,8453,52,22,hybrid,0.4230769230769231,3.970291913552122,,,,
beanstalkfarms.eth,Beanstalk Farms,"Beanstalk Farms is a decentralized development organization working on Beanstalk. More info: 
docs.bean.money/almanac/governance/proposals#bfcp",1,332,149,hybrid,0.44879518072289154,5.808142489980444,,,,
trava.eth,TRAVA.FINANCE,"A lending protocol that offers unique functions like pool creation, credit score, NFT-collateralized, and data analysis.",56,152,13,hybrid,0.08552631578947369,5.030437921392435,,,,
leaguedao.eth,LeagueDAO,LeagueDAO is a decentralized open-source project building tokenized fantasy sports.,1,64,4,hybrid,0.0625,4.174387269895637,,,,
forgottengov.eth,Forgotten Runes Wizard's Cult,,1,632,33,hybrid,0.05221518987341772,6.450470422144176,,,,
mutantsdao.eth,MutantCats DAO,"9,999 cats mutated by a disease on the Ethereum blockchain.",1,4521,130,hybrid,0.028754700287547,8.416709652837914,,,,
yieldguild.eth,Yield Guild Games,Official YGG snapshot,1,224,1,token,0.004464285714285714,5.41610040220442,,,,
kleros.eth,Kleros,,1,242,34,hybrid,0.14049586776859505,5.493061443340548,,,,
atxdao.eth,ATX DAO,,1,73,55,hybrid,0.7534246575342466,4.30406509320417,,,,
pagedao.eth,PageDAO,New governance at https://daodao.zone .Join our discord at https://bit.ly/pagedao-discord,1,44,36,hybrid,0.8181818181818182,3.8066624897703196,,,,
piedao.eth,PieDAO,,1,1587,112,hybrid,0.07057340894770006,7.370230641807081,,,,
blocks-dao.eth,BLOCKS DAO,"BLOCKS DAO governs the BLOCKS token, a Proof-of-Process (PoP) network enabling verifiable, on-chain workflows, governance, and partnerships.",137,122,39,hybrid,0.319672131147541,4.812184355372417,,,,
genesisblocks.eth,Genesis Blocks,Genesis is a collection of 2500 evolving unique NFTs. Each transfer generates a new line.  This space is to vote on how to use our fund.,1,547,63,hybrid,0.11517367458866545,6.306275286948016,,,,
swpr.eth,Swapr,,42161,15381,10,hybrid,0.0006501527859046876,9.640953273616999,,,,
10b57e6da0.eth,lobsterdao,10b57e6da0,1,681,28,hybrid,0.041116005873715125,6.525029657843462,,,,
notional.eth,Notional Finance,,1,135,114,hybrid,0.8444444444444444,4.912654885736052,,,,
daomstr.eth,DAO MASTERS,,1,96,62,hybrid,0.6458333333333334,4.574710978503383,,,,
synapseprotocol.eth,Synapse Protocol,This is the space for the legacy Synapse DAO. Synapse Protocol is now governed by the Cortex DAO: https://snapshot.box/#/s:cortex-protocol.eth,1,7154,49,token,0.00684931506849315,8.875566691990551,,,,
abracadabrabymerlinthemagician.eth,Magic Internet Money,Magic Internet Money is a crosschain stablecoin that can be minted via providing various collaterals.,1,1946,96,hybrid,0.04933196300102775,7.5740450053721995,,,,
gearbox.eth,Gearbox,,1,6489,246,hybrid,0.03791030975496995,8.778017809698136,,,,
primerating.eth,Prime Rating,,1,58,261,hybrid,1.0,4.07753744390572,,,,
faradao.eth,vote.faraland.io,,56,168,17,hybrid,0.10119047619047619,5.1298987149230735,,,,
superraredao.eth,SuperRare DAO,$RARE Governance,1,715,33,hybrid,0.046153846153846156,6.573680166960646,,,,
gro.xyz,Gro DAO,Gro governance,1,686,52,hybrid,0.07580174927113703,6.532334292222349,,,,
moonbeans.eth,MoonBeans,For governance of the MoonBeans project.,1285,268,18,hybrid,0.06716417910447761,5.594711379601839,,,,
pantherprotocol.eth,Panther Protocol,Solution to restore privacy in Web3 and DeFi while providing financial institutions with a clear path to compliantly participate in decentralized finance.,1,774,25,hybrid,0.03229974160206718,6.652863029353347,,,,
gyrodao.eth,Gyroscope Protocol,"Stablecoin superliquidity: all-weather GYD, yield-bearing sGYD, highly efficient liquidity pools (E-CLPs)",1,7773,8,hybrid,0.0010292036536729706,8.958540111412168,,,,
raidparty.eth,RAID,Token for the Raid Guild,100,53,2,hybrid,0.03773584905660377,3.9889840465642745,,,,
rook.eth,Rook,,1,248,44,hybrid,0.1774193548387097,5.517452896464707,,,,
immutablex.eth,ImmutableX,,13371,771,6,hybrid,0.007782101167315175,6.648984550024776,,,,
loot-dao.eth,Loot Owners,,1,6684,22,hybrid,0.003291442250149611,8.807621489536043,,,,
dopedao.eth,DopeDAO,Life on the NFT streets,1,720,100,hybrid,0.1388888888888889,6.580639137284949,,,,
dydxgov.eth,dYdX,,1,24178,63,hybrid,0.0026056745801968733,10.093239766820611,,,,
daocity.eth,CityDAO,"We're building a web3 city of the future, starting with 40 acres of land in Wyoming.",1,4396,68,hybrid,0.015468607825295723,8.388677769180811,,,,
bgansv2.eth,BASTARD GAN PUNKS V2s,,1,177,287,hybrid,1.0,5.181783550292085,,,,
songadao.eth,SongADAO,Sucking at something is the first step to being kinda good at something.,1,133,10,hybrid,0.07518796992481203,4.897839799950911,,,,
globalcoinresearch.eth,Global Coin Research,A research and investment DAO focused on Web3. Join with 100$GCR!,1,110,9,hybrid,0.08181818181818182,4.709530201312334,,,,
balancer.eth,Balancer,,1,36264,1010,hybrid,0.02785131259651445,10.498608367797512,,,,
cre8r.eth,CRE8R DAO,DeFi Content Marketing DAO,1,73,80,hybrid,1.0,4.30406509320417,,,,
jbdao.eth,JuiceboxDAO,"The Decentralized Funding Platform. Community-owned, on Ethereum. Learn about our Governance Process: https://info.juicebox.money/dao/process/",1,2530,413,hybrid,0.1632411067193676,7.836369760545124,,,,
bullsontheblock.eth,Bulls on the Block,Community voting for Bulls on the Block Community Growth Council (BOTB CGC) ,1,1201,154,hybrid,0.12822647793505412,7.091742115095153,,,,
unipilot.eth,A51 Finance,Governance for $A51 Holders.,42161,89,21,hybrid,0.23595505617977527,4.499809670330265,,,,
ownfund.eth,Own.fund DAO,A Collective of Cryptocurrency Founders and Investors Supporting the Creator Economy,1,26,75,hybrid,1.0,3.295836866004329,,,,
sharkdao.eth,SharkDAO,,1,1575,846,hybrid,0.5371428571428571,7.362645270417825,,,,
biswap-org.eth,Biswap,Biswap - Freedom of exchange,56,2745,24,hybrid,0.008743169398907104,7.917900586327916,,,,
tetu.eth,Tetu.io,Tetu is a decentralized organization committed to providing a next generation yield aggregator to DeFi investors.,137,151,50,hybrid,0.33112582781456956,5.0238805208462765,,,,
hapione.eth,HAPI,"HAPI is a cybersecurity protocol aimed at preventing illicit activity by taking under the purview CEX, DEX and DeFI projects protecting against AML and hacking",1,28,6,hybrid,0.21428571428571427,3.367295829986474,,,,
banksocialdao.eth,BankSocial,"BankSocial™ social consensus lending DAO. BankSocial is by the people, for the people.",1,103,20,hybrid,0.1941747572815534,4.6443908991413725,,,,
mcv.eth,MetaCartel Ventures,,1,58,66,hybrid,1.0,4.07753744390572,,,,
tecommons.eth,Token Engineering Commons,Cultural decision making and signaling ,10,131,28,hybrid,0.21374045801526717,4.882801922586371,,,,
minto.eth,Minto,"Minto tokenizes Bitcoin mining farms and allows mining Bitcoin by staking BTCMT token.
Community discussion here: https://t.me/btcmtofficialchat",56,191,12,hybrid,0.06282722513089005,5.2574953720277815,,,,
thalesgov.eth,Overtime Governance,This is the space for conducting the Overtime Council governance process,1,91,215,hybrid,1.0,4.5217885770490405,,,,
cakemonster.eth,MONSTA - The Beast of BSC,$MONSTA is a Hyper-Deflationary and Dividend-Yielding asset on #BNBChain that introduces a new form of monetary policy.,56,73,21,hybrid,0.2876712328767123,4.30406509320417,,,,
dorg.eth,dOrg,,1,278,289,hybrid,1.0,5.631211781821365,,,,
universexyz.eth,Universe.XYZ,,1,135,5,hybrid,0.037037037037037035,4.912654885736052,,,,
buzzedbears.eth,Buzzed Bear Plazza,,1,117,54,hybrid,0.46153846153846156,4.770684624465665,,,,
ethtraderdao.eth,EthTrader DAO,,1,212,101,hybrid,0.47641509433962265,5.3612921657094255,,,,
0xgov.eth,0x Protocol,The purpose of snapshot proposals is to gauge community sentiment on serious topics under consideration for onchain governance votes that impact 0x Protocol.,1,2040,27,token,0.013235294117647059,7.621195162809845,,,,
shapeshiftdao.eth,ShapeShift,"ShapeShift DAO is governed by FOX Token holders

Caution: Address must hold a minimum FOX to post a proposal on SnapShot as set by Snapshap Space admin(s)",1,6598,234,token,0.03546529251288269,8.794673401383422,,,,
mstablegovernance.eth,mStable,,1,957,142,hybrid,0.148380355276907,6.86484777797086,,,,
polywrap.eth,Polywrap,Enter the Composable Future,1,68,233,hybrid,1.0,4.23410650459726,,,,
mintclub.eth,Mint Club V2 DAO,"Mint Club enables the creation of customizable bonding curve tokens or NFTs, allowing for any ERC20 token to be chosen as the base asset.",56,46,0,hybrid,,3.8501476017100584,,,,
elimu.eth,elimu.ai,Free open-source learning software for out-of-school children 🚀✨,1,33,26,hybrid,0.7878787878787878,3.5263605246161616,,,,
brightmoments.eth,Bright Moments,"Bright Moments is an NFT gallery, organized as a DAO. ",1,341,30,hybrid,0.08797653958944282,5.834810737062605,,,,
instadapp-gov.eth,Instadapp,The open source middleware platform for decentralized finance applications,1,1012,18,hybrid,0.017786561264822136,6.920671504248683,,,,
mantra-dao.eth,MANTRA,"MANTRA is a first of its kind, vertically-integrated and regulatory compliant blockchain ecosystem.",1,1382,44,hybrid,0.03183791606367583,7.232010331664759,,,,
origingov.eth,Origin Protocol,Increasing economic opportunity for all,1,716,130,hybrid,0.18156424581005587,6.57507584059962,,,,
meebitsdao.eth,MeebitsDAO,MeebitsDAO – Development fund for the Meebits ecosystem,137,221,26,hybrid,0.11764705882352941,5.402677381872279,,,,
bitdao.eth,Mantle (prev. BitDAO),"Mass adoption of token-governed technologies - with Mantle Network, an Ethereum rollup, Mantle Treasury and a token holder governed roadmap",1,88945,33,hybrid,0.00037101579627859914,11.395784722999087,,,,
palvote.eth,Paladin,Enter the meta-governance coordination layer,1,186,98,hybrid,0.5268817204301075,5.231108616854587,,,,
sporkdao.eth,SporkDAO,SporkDAO represents the final leg of the journey towards transitioning ETHDenver to a community owned ecosystem.,137,344,8,hybrid,0.023255813953488372,5.84354441703136,,,,
mainnet.ssvnetwork.eth,ssv.network,ssv.network is a decentralized staking infrastructure based on Secret-Shared-Validator (SSV) technology for running a distributed (DVT) Ethereum validator.,1,505,101,hybrid,0.2,6.226536669287466,,,,
staking.idlefinance.eth,Idle DAO (stkIDLE holders),Off-chain polls for Idle DAO governance dedicated to stkIDLE holders,1,87,119,hybrid,1.0,4.477336814478207,,,,
dogelondao.eth,Dogelon DAO,Building the Dogelon Mars community  ,1,453,20,hybrid,0.04415011037527594,6.118097198041348,,,,
cvx.eth,Convex Finance,veCRV voting for Convex Finance on Curve Protocol,1,5361,1827,hybrid,0.3407946278679351,8.587092318795905,,,,
gemach.eth,Gemach DAO,,1,29,10,hybrid,0.3448275862068966,3.4011973816621555,,,,
kogecoin.eth,KogeCoin,KogeCoin on Polygon Governance Portal,137,980,120,hybrid,0.12244897959183673,6.8885724595653635,,,,
cryptexdao.eth,Cryptex,,1,80,47,hybrid,0.5875,4.394449154672439,,,,
1inch.eth,1inch Network,"The 1inch Network seamlessly unites multiple decentralized protocols, empowering users to perform efficient, user-friendly and secure operations in Web3. 🦄🌈❤️",1,13619,88,hybrid,0.006461561054409281,9.519294579703503,,,,
sushigov.eth,Sushi,Sushi Governance Snapshot,1,61144,227,token,0.0037125474290200184,11.02100337162347,,,,
blackpoolhq.eth,blackpoolhq.eth,Blackpool Finance,1,139,24,hybrid,0.17266187050359713,4.941642422609304,,,,
cabindao.eth,Cabin,,1,252,67,hybrid,0.26587301587301587,5.53338948872752,,,,
planetfinance.eth,Planet,You must hold at least 500 AQUA to create a proposal. To be successful a proposal needs at least 70% of votes for it and must be live for at least 7 days.,56,439,92,hybrid,0.20956719817767655,6.0867747269123065,,,,
curve.eth,Curve Finance,,1,32954,203,hybrid,0.006160101960308309,10.40289827348682,,,,
unlock-protocol.eth,Unlock Protocol,"Unlock is a protocol for NFT memberships! 
In order to post proposals, please join our Discord first!

https://discord.unlock-protocol.com/
",1,345,85,hybrid,0.2463768115942029,5.846438775057725,,,,
researchhub.eth,ResearchHub Foundation,"The ResearchHub Foundation is a global decentralized community that aims to align incentives in academia, making science more open and collaborative",1,83,28,hybrid,0.3373493975903614,4.430816798843313,,,,
apwine.eth,APWine,APWine is the protocol to trade future yield. ,1,281,57,hybrid,0.20284697508896798,5.641907070938114,,,,
club.eth,Seed Club,Build something people want to be a part of.,1,163,22,hybrid,0.13496932515337423,5.099866427824199,,,,
streamr.eth,Streamr,"Streamr is a decentralized network for distributing real-time data, built for emerging data economies and Web 3.0. Vote on Streamr governance proposals here.",1,1162,29,hybrid,0.02495697074010327,7.0587581525186645,,,,
dea.eth,DEUS Finance ,Transposes any digitally verifiable asset securely onto the blockchain—Trade real-world assets and derivatives on the blockchain without limits.,250,264,34,hybrid,0.12878787878787878,5.579729825986222,,,,
dfx.eth,DFX Finance,A decentralized foreign exchange protocol optimized for stablecoins.,1,91,33,hybrid,0.3626373626373626,4.5217885770490405,,,,
index-coop.eth,Index Coop,,1,2811,1445,hybrid,0.5140519388118108,7.941651252930556,,,,
gitcoindao.eth,Gitcoin,"Fund, build and protect what matters.  From products to protocols, our tools empower community-led funding and trustworthy digital experiences.",1,150356,170,hybrid,0.0011306499241799462,11.920767745364143,,,,
